time,j0,j1,j2,j3,j4,j5,j6
0.354674,0.340088,-0.633467,-0.804981,-1.791762,1.724584,-0.153302,-1.225525
0.356680,-0.170248,-0.667962,0.930928,-0.669023,-1.811940,-0.669074,1.438183
0.360667,-2.243013,-0.913491,-2.302680,3.474145,-0.270734,-0.028978,-0.976032
0.362677,0.763944,0.132188,1.170289,-0.238077,-2.096512,-0.815635,0.492395
0.364673,-2.118704,-1.450201,-1.161938,1.621753,1.139364,0.513713,0.102618
0.366671,1.389688,-0.754549,1.858450,-1.508045,0.966840,-0.261969,-1.515958
0.368674,-0.759029,-0.113550,-0.462711,2.358752,0.823881,-0.006163,0.073498
0.370675,-1.728309,-0.751986,2.020798,1.685850,-3.050155,-0.177540,-0.603553
0.374669,-1.118237,-0.516581,-2.804383,-2.929236,2.050512,-0.151829,0.329909
0.376683,-1.118144,-0.558704,-0.782722,3.594332,1.210903,-0.299130,0.435348
0.378675,1.634921,-1.470044,-0.467684,-1.460048,-1.223281,-0.164486,-1.703070
0.380677,-1.336928,0.233153,1.259701,3.060505,-1.007081,-0.505646,0.791644
0.382678,1.128881,-0.318155,2.812373,-2.794420,0.927007,-0.433807,-0.236537
0.384678,-3.050918,-2.025231,-2.505218,2.879995,-2.255970,-0.713497,-0.391252
0.388668,0.257139,-0.050643,1.639929,-1.261070,1.581046,-0.862652,-0.645023
0.390678,-2.149978,-0.397290,-2.995622,2.936643,1.781790,-0.560198,-1.357503
0.392678,-0.302665,-1.173236,1.057803,-0.606531,-4.891400,-0.914015,0.917617
0.394677,-0.603079,-0.665419,-1.370384,0.266443,3.596728,-0.698018,-1.105906
0.396674,2.526216,0.257358,2.023681,-0.533766,0.215049,-0.544853,0.562684
0.398672,-2.699306,-0.163637,-1.824678,-0.263233,-1.668436,-1.174926,-0.856749
0.400697,-0.464059,-1.031816,2.454502,2.363706,2.970429,-0.237479,0.448750
0.404676,0.030015,-0.299627,-0.234570,0.766019,-0.814858,-0.847989,-0.111356
0.406675,0.588655,-1.073780,0.119035,0.993828,-1.646202,-1.077892,0.111490
0.408675,-1.828646,-0.956652,-2.470217,-0.679575,3.275290,-0.592059,-0.528842
0.410677,-0.022715,0.933635,-0.886155,0.327194,1.586803,-0.495775,-2.043847
0.412679,-0.841913,-0.797856,0.465593,0.608698,-2.124826,-0.444839,0.166653
0.414740,-1.533230,-1.392165,1.355567,0.180003,0.601565,-0.972193,-0.307674
0.418674,-0.730849,0.123120,1.777733,2.176696,0.903861,-0.418308,0.617892
0.420670,1.046326,-1.314476,-0.658098,-1.935627,-2.372466,-1.424793,-1.498007
0.422677,0.049553,-1.388308,-0.947848,1.829735,1.523795,0.051672,1.299453
0.424670,-0.804771,0.350227,-2.419070,-1.900665,0.157177,-0.789958,-1.950634
0.426669,-3.492228,-1.062722,0.557150,3.371371,-3.818434,-0.042942,1.870908
0.428685,0.765798,-1.115421,-0.486616,-2.527375,1.230530,-0.797070,-0.792181
0.432673,0.247384,-1.077505,1.216868,2.307115,2.924943,-0.460649,-0.016828
