time,j0,j1,j2,j3,j4,j5,j6
0.590849,9.000000,-8.640000,-5.085000,11.565000,-7.776000,-3.576000,-4.176000
0.593218,16.290000,-2.340000,-3.960000,10.575000,-5.736000,-3.240000,-3.768000
0.595518,16.200000,-2.970000,-3.150000,10.350000,-5.400000,-2.808000,-3.504000
0.597860,15.210000,-3.330000,-4.050000,10.350000,-5.352000,-2.688000,-3.744000
0.600164,7.650000,-8.730000,-5.355000,10.080000,-7.416000,-3.384000,-3.840000
0.602477,5.670000,-9.090000,-6.930000,9.270000,-7.752000,-3.504000,-3.528000
0.604790,5.220000,-8.910000,-5.985000,9.045000,-7.584000,-3.744000,-3.288000
0.607154,12.870000,-3.060000,-5.445000,8.730000,-5.496000,-2.976000,-2.760000
0.609456,12.150000,-2.520000,-4.005000,7.560000,-5.496000,-3.408000,-2.952000
0.611768,10.980000,-3.150000,-3.105000,8.145000,-5.760000,-3.456000,-2.856000
0.614104,3.690000,-9.630000,-5.265000,9.045000,-7.656000,-4.080000,-3.432000
0.616425,2.340000,-9.720000,-5.085000,8.865000,-7.320000,-4.008000,-3.504000
0.618765,2.880000,-10.350000,-6.210000,8.955000,-7.440000,-4.008000,-4.152000
0.621100,11.880000,-3.150000,-4.005000,8.820000,-5.544000,-3.744000,-3.720000
0.623422,11.340000,-3.150000,-5.400000,8.550000,-5.568000,-3.480000,-3.456000
0.625757,12.420000,-3.150000,-4.365000,8.325000,-5.904000,-3.288000,-3.504000
0.628052,4.410000,-9.540000,-7.695000,10.710000,-7.632000,-4.296000,-3.912000
0.630382,5.130000,-9.720000,-5.805000,10.665000,-7.248000,-4.080000,-4.392000
0.632704,5.400000,-9.720000,-5.355000,10.710000,-7.296000,-3.792000,-3.792000
0.635068,14.490000,-3.330000,-4.050000,10.665000,-5.448000,-3.288000,-3.408000
0.637393,14.940000,-3.240000,-4.860000,11.565000,-5.400000,-3.240000,-3.504000
0.639734,15.480000,-3.420000,-6.300000,10.215000,-5.904000,-3.120000,-3.696000
0.642056,7.830000,-11.160000,-7.425000,12.285000,-7.176000,-4.464000,-4.368000
0.644397,8.280000,-11.250000,-8.280000,11.970000,-7.056000,-4.416000,-3.960000
0.646701,7.830000,-10.800000,-6.165000,11.295000,-7.104000,-4.440000,-4.128000
0.649016,16.110000,-4.140000,-5.310000,11.025000,-5.712000,-3.744000,-3.432000
0.651357,16.830000,-4.050000,-3.285000,10.530000,-5.376000,-3.864000,-3.792000
0.653726,15.480000,-3.690000,-4.185000,8.955000,-5.568000,-3.936000,-3.240000
0.656018,7.110000,-10.620000,-5.130000,11.610000,-7.008000,-5.016000,-4.008000
0.658325,7.020000,-10.170000,-6.165000,10.125000,-6.768000,-5.232000,-3.864000
0.660733,6.390000,-10.800000,-6.930000,10.125000,-7.104000,-5.088000,-4.392000
0.662960,6.120000,-10.890000,-5.490000,11.205000,-7.128000,-4.824000,-4.176000
0.665271,13.860000,-3.420000,-4.995000,8.775000,-5.376000,-3.648000,-3.720000
0.667708,13.410000,-3.600000,-2.835000,10.485000,-5.640000,-3.600000,-3.504000
0.670032,6.120000,-10.080000,-5.625000,10.080000,-7.152000,-4.416000,-3.720000
0.672341,6.480000,-10.080000,-4.320000,11.835000,-6.984000,-4.296000,-3.936000
0.674646,4.860000,-10.260000,-5.805000,10.980000,-7.584000,-4.248000,-4.104000
0.676955,14.760000,-2.430000,-2.790000,10.845000,-5.952000,-4.104000,-3.936000
0.679292,14.040000,-2.340000,-4.410000,10.755000,-6.168000,-4.224000,-3.648000
0.681675,14.130000,-1.800000,-5.040000,9.990000,-5.616000,-4.032000,-3.744000
0.683992,6.660000,-9.360000,-6.255000,13.140000,-7.320000,-4.248000,-4.224000
0.686295,6.480000,-9.540000,-5.670000,11.340000,-7.512000,-4.488000,-4.560000
0.688756,7.020000,-10.350000,-4.725000,13.050000,-7.488000,-4.608000,-4.152000
0.690934,7.470000,-9.900000,-6.120000,11.610000,-7.608000,-4.656000,-4.104000
0.693292,14.850000,-2.520000,-3.420000,11.655000,-5.520000,-4.272000,-3.624000
0.695668,15.480000,-2.340000,-5.265000,8.640000,-5.424000,-4.224000,-3.864000
0.697983,6.570000,-10.170000,-6.975000,11.835000,-7.344000,-4.224000,-4.104000
0.700290,6.120000,-10.710000,-6.885000,10.035000,-7.272000,-4.128000,-4.224000
0.702617,6.390000,-10.440000,-5.490000,11.835000,-7.584000,-4.272000,-3.912000
0.704918,5.040000,-11.160000,-4.635000,9.225000,-7.320000,-4.176000,-3.864000
0.707278,14.490000,-2.880000,-2.610000,10.170000,-5.568000,-3.000000,-3.240000
0.709665,12.870000,-2.250000,-3.330000,8.640000,-5.256000,-3.192000,-3.672000
0.711977,4.950000,-9.630000,-5.220000,11.250000,-7.416000,-4.560000,-4.032000
0.714291,4.680000,-9.630000,-6.345000,10.350000,-7.272000,-4.344000,-4.224000
0.716595,5.490000,-9.180000,-6.255000,12.465000,-7.440000,-4.152000,-3.720000
0.718941,5.400000,-8.640000,-4.590000,11.160000,-7.008000,-4.056000,-3.912000
0.721229,14.580000,-1.800000,-3.285000,10.575000,-5.232000,-4.032000,-3.624000
0.723628,14.490000,-1.800000,-2.115000,11.610000,-5.256000,-3.816000,-3.984000
