time,j0,j1,j2,j3,j4,j5,j6
0.250798,-0.275971,-0.197901,-0.174284,-0.164667,-0.697437,0.040400,-0.060645
0.252826,-0.277105,-0.199104,-0.174438,-0.163824,-0.697641,0.039383,-0.061141
0.254812,-0.278208,-0.200383,-0.174624,-0.162920,-0.697848,0.038367,-0.061637
0.256821,-0.279282,-0.201651,-0.174748,-0.161980,-0.698038,0.037649,-0.062332
0.258813,-0.280391,-0.202901,-0.174831,-0.161101,-0.698210,0.036569,-0.062871
0.260877,-0.281525,-0.204220,-0.174969,-0.160174,-0.698390,0.035587,-0.063370
0.262788,-0.282628,-0.205509,-0.175144,-0.159217,-0.698575,0.034539,-0.064067
0.264813,-0.283704,-0.206781,-0.175343,-0.158238,-0.698767,0.033556,-0.064408
0.266812,-0.284813,-0.208038,-0.175477,-0.157339,-0.698941,0.032836,-0.064868
0.268803,-0.285946,-0.209288,-0.175567,-0.156487,-0.699100,0.031744,-0.065554
0.270798,-0.287050,-0.210529,-0.175709,-0.155578,-0.699267,0.030748,-0.066090
0.272816,-0.288126,-0.211835,-0.175886,-0.154630,-0.699441,0.029726,-0.066595
0.274894,-0.289235,-0.213120,-0.176087,-0.153657,-0.699600,0.028711,-0.067093
0.276811,-0.290368,-0.214387,-0.176223,-0.152763,-0.699745,0.027694,-0.067590
0.278823,-0.291471,-0.215710,-0.176313,-0.151917,-0.699899,0.026678,-0.068271
0.280824,-0.292548,-0.217007,-0.176374,-0.150913,-0.700039,0.026043,-0.068817
0.282823,-0.293657,-0.218283,-0.176497,-0.150004,-0.700167,0.024814,-0.069138
0.284817,-0.294740,-0.219546,-0.176661,-0.149145,-0.700306,0.023948,-0.069771
0.286809,-0.295852,-0.220798,-0.176772,-0.148135,-0.700455,0.022799,-0.070308
0.288885,-0.296988,-0.222109,-0.176928,-0.147219,-0.700568,0.021918,-0.070809
0.290784,-0.298094,-0.223398,-0.177114,-0.146361,-0.700672,0.021196,-0.071491
0.292820,-0.299174,-0.224668,-0.177240,-0.145443,-0.700788,0.020012,-0.071858
0.294817,-0.300283,-0.225928,-0.177325,-0.144488,-0.700916,0.018620,-0.072315
0.296813,-0.301369,-0.227177,-0.177463,-0.143510,-0.701033,0.017957,-0.072981
0.298814,-0.302432,-0.228485,-0.177637,-0.142516,-0.701118,0.017065,-0.073524
0.300821,-0.303578,-0.229772,-0.177755,-0.141616,-0.701217,0.015997,-0.074034
0.302894,-0.304693,-0.231042,-0.177835,-0.140768,-0.701308,0.015503,-0.074534
0.304777,-0.305780,-0.232363,-0.177969,-0.139855,-0.701390,0.014000,-0.075031
0.306812,-0.306895,-0.233661,-0.178141,-0.138901,-0.701487,0.013000,-0.075527
0.308822,-0.307985,-0.234939,-0.178258,-0.137923,-0.701576,0.012000,-0.076023
0.310800,-0.309053,-0.236205,-0.178336,-0.136929,-0.701657,0.011500,-0.076688
0.312809,-0.310152,-0.237459,-0.178470,-0.136031,-0.701709,0.010000,-0.077241
0.314815,-0.311278,-0.238767,-0.178561,-0.135082,-0.701756,0.009500,-0.077584
0.316802,-0.312375,-0.240056,-0.178622,-0.134109,-0.701821,0.008000,-0.078197
0.318808,-0.313450,-0.241328,-0.178824,-0.133222,-0.701881,0.007500,-0.078735
0.320815,-0.314554,-0.242649,-0.178962,-0.132282,-0.701935,0.006500,-0.079240
0.322824,-0.315683,-0.243947,-0.179055,-0.131310,-0.701984,0.005000,-0.079743
0.324822,-0.316784,-0.245226,-0.179198,-0.130429,-0.702030,0.004500,-0.080238
0.326818,-0.317862,-0.246493,-0.179296,-0.129487,-0.702071,0.003500,-0.080899
0.328816,-0.318922,-0.247749,-0.179442,-0.128518,-0.702108,0.002500,-0.081290
0.330862,-0.320013,-0.249056,-0.179541,-0.127636,-0.702143,0.001500,-0.081747
0.332797,-0.321131,-0.250345,-0.179608,-0.126697,-0.702174,0.000500,-0.082392
0.334816,-0.322224,-0.251617,-0.179734,-0.125725,-0.702202,-0.000500,-0.082940
0.336808,-0.323341,-0.252937,-0.179900,-0.124733,-0.702228,-0.001500,-0.083454
